issue,rule,path,baseline_line,disposition,evidence
AaCOzakJkcuVuZeQcePD,python:S5332,plugins/sqlseed-web/src/sqlseed_web/plugin_management.py,67,implemented_pending_remote_scan,Host头仅解析authority，不发起网络连接；改用network-path reference //host保留loopback/port/userinfo/path校验且明确无传输协议。
AaCOzakJkcuVuZeQcePE,python:S5332,plugins/sqlseed-web/src/sqlseed_web/plugin_management.py,67,implemented_pending_remote_scan,Host头仅解析authority，不发起网络连接；改用network-path reference //host保留loopback/port/userinfo/path校验且明确无传输协议。
AaCW2O-ScUL2sGErzA8C,python:S3776,plugins/sqlseed-web/src/sqlseed_web/plugin_process.py,31,implemented_pending_remote_scan,"Extracted independently named validation, scope resolution, framing, or endpoint responsibilities to reduce nesting while retaining the existing order of side effects."
AaCOzakRkcuVuZeQcePF,python:S1192,plugins/sqlseed-web/src/sqlseed_web/settings_environment.py,237,implemented_pending_remote_scan,"Refactored the flagged construct into explicit responsibility: credential selection, validated write probe, conditional branches, Annotated query metadata, shared constants, or single-pass URL credential redaction. Runtime contracts retained."
AaCOzakRkcuVuZeQcePG,python:S3358,plugins/sqlseed-web/src/sqlseed_web/settings_environment.py,273,implemented_pending_remote_scan,"Refactored the flagged construct into explicit responsibility: credential selection, validated write probe, conditional branches, Annotated query metadata, shared constants, or single-pass URL credential redaction. Runtime contracts retained."
AaCOzakRkcuVuZeQcePH,python:S3358,plugins/sqlseed-web/src/sqlseed_web/settings_environment.py,275,implemented_pending_remote_scan,"Refactored the flagged construct into explicit responsibility: credential selection, validated write probe, conditional branches, Annotated query metadata, shared constants, or single-pass URL credential redaction. Runtime contracts retained."
AaCOzai5kcuVuZeQceOF,python:S5886,plugins/sqlseed-web/src/sqlseed_web/state.py,280,false_positive_pending_remote,"dataclasses.replace returns a new object of the same concrete dataclass type as its input. Here the input is a Job, so the result satisfies the annotated Job boundary. This is not a DataclassInstance value of a different runtime type. Keeping the standard replacement operation also preserves fields not explicitly changed. Strict mypy and an independent runtime type/field-preservation probe confirm the contract."
AaCOzai5kcuVuZeQceOG,python:S3776,plugins/sqlseed-web/src/sqlseed_web/state.py,319,implemented_pending_remote_scan,"Extracted independently named validation, scope resolution, framing, or endpoint responsibilities to reduce nesting while retaining the existing order of side effects."
AaCOzaiXkcuVuZeQceNr,css:S1874,plugins/sqlseed-web/src/sqlseed_web/static/configs.css,22,implemented_pending_remote_scan,Removed deprecated word-break:break-word; existing overflow-wrap:anywhere retains long-identifier wrapping.
AaCOzaiRkcuVuZeQceNq,css:S4666,plugins/sqlseed-web/src/sqlseed_web/static/graph-clarity.css,100,implemented_pending_remote_scan,Consolidated duplicate selectors and removed only media declarations that were already shadowed by later unconditional rules. Chrome computed-style comparison validates responsive cascade.
AaCOzahqkcuVuZeQceNQ,javascript:S3358,plugins/sqlseed-web/src/sqlseed_web/static/js/api.js,17,implemented_pending_remote_scan,Expanded conditional chains into explicit branches; expression-only UI call sites now use named status/label/render helpers without eager evaluation of inactive branches.
AaCOzahqkcuVuZeQceNR,javascript:S3358,plugins/sqlseed-web/src/sqlseed_web/static/js/api.js,19,implemented_pending_remote_scan,Expanded conditional chains into explicit branches; expression-only UI call sites now use named status/label/render helpers without eager evaluation of inactive branches.
AaCOzahqkcuVuZeQceNS,javascript:S3776,plugins/sqlseed-web/src/sqlseed_web/static/js/api.js,34,implemented_pending_remote_scan,"Separated keyboard navigation, field/type validation, graph rendering, request results, and lifecycle cleanup into named functions. The installed official SonarJS S3776 rule now reports no corresponding violation in any changed Web JS file."
AaCOzahqkcuVuZeQceNT,javascript:S7762,plugins/sqlseed-web/src/sqlseed_web/static/js/api.js,57,implemented_pending_remote_scan,Applied the direct standard-library operation to existing JSON/string/array/DOM contracts; named the custom date assertion to distinguish it from Jest expect.
AaCOzahqkcuVuZeQceNU,javascript:S4624,plugins/sqlseed-web/src/sqlseed_web/static/js/api.js,100,implemented_pending_remote_scan,"Clarified block boundaries, DOM dataset usage, catch binding names, interpolation text, or pure helper scope; retained branch and callback ordering."
AaCOzahqkcuVuZeQceNV,javascript:S7750,plugins/sqlseed-web/src/sqlseed_web/static/js/api.js,104,implemented_pending_remote_scan,Applied the direct standard-library operation to existing JSON/string/array/DOM contracts; named the custom date assertion to distinguish it from Jest expect.
AaCOzah3kcuVuZeQceNX,javascript:S7761,plugins/sqlseed-web/src/sqlseed_web/static/js/app.js,15,implemented_pending_remote_scan,"Clarified block boundaries, DOM dataset usage, catch binding names, interpolation text, or pure helper scope; retained branch and callback ordering."
AaCOzah3kcuVuZeQceNY,javascript:S7761,plugins/sqlseed-web/src/sqlseed_web/static/js/app.js,16,implemented_pending_remote_scan,"Clarified block boundaries, DOM dataset usage, catch binding names, interpolation text, or pure helper scope; retained branch and callback ordering."
AaCOzah3kcuVuZeQceNZ,javascript:S3358,plugins/sqlseed-web/src/sqlseed_web/static/js/app.js,24,implemented_pending_remote_scan,Expanded conditional chains into explicit branches; expression-only UI call sites now use named status/label/render helpers without eager evaluation of inactive branches.
AaCOzah3kcuVuZeQceNa,javascript:S7785,plugins/sqlseed-web/src/sqlseed_web/static/js/app.js,59,implemented_pending_remote_scan,Await the initial render at module scope after navigation listeners are installed. The test harness models asynchronous module evaluation; route events remain independently version-guarded.
AaCRcpWotyo-iTRYo9rD,javascript:S6582,plugins/sqlseed-web/src/sqlseed_web/static/js/dropdown.js,40,implemented_pending_remote_scan,Used null-safe optional property reads and linear scans/bounded timestamp prefix matching; credential redaction still removes authority and query secrets.
AaCOzahjkcuVuZeQceNK,javascript:S3776,plugins/sqlseed-web/src/sqlseed_web/static/js/dropdown.js,60,implemented_pending_remote_scan,"Separated keyboard navigation, field/type validation, graph rendering, request results, and lifecycle cleanup into named functions. The installed official SonarJS S3776 rule now reports no corresponding violation in any changed Web JS file."
AaCOzahjkcuVuZeQceNL,javascript:S2681,plugins/sqlseed-web/src/sqlseed_web/static/js/dropdown.js,81,implemented_pending_remote_scan,"Clarified block boundaries, DOM dataset usage, catch binding names, interpolation text, or pure helper scope; retained branch and callback ordering."
AaCOzahjkcuVuZeQceNM,javascript:S3358,plugins/sqlseed-web/src/sqlseed_web/static/js/dropdown.js,87,implemented_pending_remote_scan,Expanded conditional chains into explicit branches; expression-only UI call sites now use named status/label/render helpers without eager evaluation of inactive branches.
AaCOzahjkcuVuZeQceNN,javascript:S3358,plugins/sqlseed-web/src/sqlseed_web/static/js/dropdown.js,87,implemented_pending_remote_scan,Expanded conditional chains into explicit branches; expression-only UI call sites now use named status/label/render helpers without eager evaluation of inactive branches.
AaCOzahjkcuVuZeQceNO,javascript:S2681,plugins/sqlseed-web/src/sqlseed_web/static/js/dropdown.js,127,implemented_pending_remote_scan,"Clarified block boundaries, DOM dataset usage, catch binding names, interpolation text, or pure helper scope; retained branch and callback ordering."
AaCOzahjkcuVuZeQceNP,javascript:S6582,plugins/sqlseed-web/src/sqlseed_web/static/js/dropdown.js,176,implemented_pending_remote_scan,Used null-safe optional property reads and linear scans/bounded timestamp prefix matching; credential redaction still removes authority and query secrets.
AaCOzahbkcuVuZeQceNG,javascript:S2681,plugins/sqlseed-web/src/sqlseed_web/static/js/filepicker.js,52,implemented_pending_remote_scan,"Clarified block boundaries, DOM dataset usage, catch binding names, interpolation text, or pure helper scope; retained branch and callback ordering."
AaCOzahckcuVuZeQceNH,javascript:S3776,plugins/sqlseed-web/src/sqlseed_web/static/js/filepicker.js,81,implemented_pending_remote_scan,"Separated keyboard navigation, field/type validation, graph rendering, request results, and lifecycle cleanup into named functions. The installed official SonarJS S3776 rule now reports no corresponding violation in any changed Web JS file."
AaCOzahckcuVuZeQceNI,javascript:S3358,plugins/sqlseed-web/src/sqlseed_web/static/js/filepicker.js,86,implemented_pending_remote_scan,Expanded conditional chains into explicit branches; expression-only UI call sites now use named status/label/render helpers without eager evaluation of inactive branches.
AaCOzahckcuVuZeQceNJ,javascript:S3358,plugins/sqlseed-web/src/sqlseed_web/static/js/filepicker.js,109,implemented_pending_remote_scan,Expanded conditional chains into explicit branches; expression-only UI call sites now use named status/label/render helpers without eager evaluation of inactive branches.
AaCOzaiJkcuVuZeQceNe,javascript:S6582,plugins/sqlseed-web/src/sqlseed_web/static/js/genform.js,132,implemented_pending_remote_scan,Used null-safe optional property reads and linear scans/bounded timestamp prefix matching; credential redaction still removes authority and query secrets.
AaCOzaiJkcuVuZeQceNf,javascript:S3776,plugins/sqlseed-web/src/sqlseed_web/static/js/genform.js,146,implemented_pending_remote_scan,"Separated keyboard navigation, field/type validation, graph rendering, request results, and lifecycle cleanup into named functions. The installed official SonarJS S3776 rule now reports no corresponding violation in any changed Web JS file."
AaCOzaiJkcuVuZeQceNh,javascript:S3776,plugins/sqlseed-web/src/sqlseed_web/static/js/genform.js,194,implemented_pending_remote_scan,"Separated keyboard navigation, field/type validation, graph rendering, request results, and lifecycle cleanup into named functions. The installed official SonarJS S3776 rule now reports no corresponding violation in any changed Web JS file."
AaCOzaiJkcuVuZeQceNj,javascript:S3776,plugins/sqlseed-web/src/sqlseed_web/static/js/genform.js,428,implemented_pending_remote_scan,"Separated keyboard navigation, field/type validation, graph rendering, request results, and lifecycle cleanup into named functions. The installed official SonarJS S3776 rule now reports no corresponding violation in any changed Web JS file."
AaCOzaiJkcuVuZeQceNk,javascript:S6582,plugins/sqlseed-web/src/sqlseed_web/static/js/genform.js,578,implemented_pending_remote_scan,Used null-safe optional property reads and linear scans/bounded timestamp prefix matching; credential redaction still removes authority and query secrets.
AaCOzaiJkcuVuZeQceNl,javascript:S3776,plugins/sqlseed-web/src/sqlseed_web/static/js/genform.js,582,implemented_pending_remote_scan,"Separated keyboard navigation, field/type validation, graph rendering, request results, and lifecycle cleanup into named functions. The installed official SonarJS S3776 rule now reports no corresponding violation in any changed Web JS file."
AaCOzaiJkcuVuZeQceNm,javascript:S3358,plugins/sqlseed-web/src/sqlseed_web/static/js/genform.js,742,implemented_pending_remote_scan,Expanded conditional chains into explicit branches; expression-only UI call sites now use named status/label/render helpers without eager evaluation of inactive branches.
AaCOzaiJkcuVuZeQceNo,javascript:S6582,plugins/sqlseed-web/src/sqlseed_web/static/js/genform.js,854,implemented_pending_remote_scan,Used null-safe optional property reads and linear scans/bounded timestamp prefix matching; credential redaction still removes authority and query secrets.
AaCOzah-kcuVuZeQceNb,javascript:S2871,plugins/sqlseed-web/src/sqlseed_web/static/js/labels.js,181,implemented_pending_remote_scan,补明确字符串UTF-16字典序compare函数，保持原默认sort顺序。
AaCOzah-kcuVuZeQceNc,javascript:S6582,plugins/sqlseed-web/src/sqlseed_web/static/js/labels.js,190,implemented_pending_remote_scan,Used null-safe optional property reads and linear scans/bounded timestamp prefix matching; credential redaction still removes authority and query secrets.
AaCOzah-kcuVuZeQceNd,javascript:S6582,plugins/sqlseed-web/src/sqlseed_web/static/js/labels.js,193,implemented_pending_remote_scan,Used null-safe optional property reads and linear scans/bounded timestamp prefix matching; credential redaction still removes authority and query secrets.
AaCOzagskcuVuZeQceLx,javascript:S3358,plugins/sqlseed-web/src/sqlseed_web/static/js/pages/browse.js,50,implemented_pending_remote_scan,Expanded conditional chains into explicit branches; expression-only UI call sites now use named status/label/render helpers without eager evaluation of inactive branches.
AaCOzahGkcuVuZeQceL8,javascript:S4624,plugins/sqlseed-web/src/sqlseed_web/static/js/pages/configs.js,82,implemented_pending_remote_scan,"Clarified block boundaries, DOM dataset usage, catch binding names, interpolation text, or pure helper scope; retained branch and callback ordering."
AaCOzagUkcuVuZeQceLP,javascript:S3358,plugins/sqlseed-web/src/sqlseed_web/static/js/pages/connect.js,140,implemented_pending_remote_scan,Expanded conditional chains into explicit branches; expression-only UI call sites now use named status/label/render helpers without eager evaluation of inactive branches.
AaCOzagUkcuVuZeQceLQ,javascript:S4624,plugins/sqlseed-web/src/sqlseed_web/static/js/pages/connect.js,140,implemented_pending_remote_scan,"Clarified block boundaries, DOM dataset usage, catch binding names, interpolation text, or pure helper scope; retained branch and callback ordering."
AaCOzagUkcuVuZeQceLR,javascript:S7767,plugins/sqlseed-web/src/sqlseed_web/static/js/pages/connect.js,240,false_positive_pending_remote,"Intentional signed-32-bit overflow, not number truncation. hashStr folds UTF-16 code units using a 31-based polynomial; | 0 is the modulo-2^32 operation. Math.trunc neither preserves this overflow nor the existing connection-group palette. The rule targets accidental truncation idioms and is inapplicable to this hash algorithm."
AaCOzagUkcuVuZeQceLS,javascript:S7758,plugins/sqlseed-web/src/sqlseed_web/static/js/pages/connect.js,240,false_positive_pending_remote,"This function hashes all UTF-16 code units, including both halves of surrogate pairs; it does not interpret one code unit as a complete Unicode character. Unicode strings are accepted without data loss. A code-point hash is a different algorithm and changes existing group colors, so the rule's character-processing preference is not applicable. The upstream rule explicitly acknowledges that replacing charCodeAt in numeric hashes is not a safe rename."
AaCOzag-kcuVuZeQceL5,javascript:S6582,plugins/sqlseed-web/src/sqlseed_web/static/js/pages/heal.js,113,implemented_pending_remote_scan,Used null-safe optional property reads and linear scans/bounded timestamp prefix matching; credential redaction still removes authority and query secrets.
AaCOzag-kcuVuZeQceL6,javascript:S3358,plugins/sqlseed-web/src/sqlseed_web/static/js/pages/heal.js,162,implemented_pending_remote_scan,Expanded conditional chains into explicit branches; expression-only UI call sites now use named status/label/render helpers without eager evaluation of inactive branches.
AaCOzag-kcuVuZeQceL7,javascript:S3358,plugins/sqlseed-web/src/sqlseed_web/static/js/pages/heal.js,259,implemented_pending_remote_scan,Expanded conditional chains into explicit branches; expression-only UI call sites now use named status/label/render helpers without eager evaluation of inactive branches.
AaCOzagbkcuVuZeQceLT,javascript:S3358,plugins/sqlseed-web/src/sqlseed_web/static/js/pages/meta.js,107,implemented_pending_remote_scan,Expanded conditional chains into explicit branches; expression-only UI call sites now use named status/label/render helpers without eager evaluation of inactive branches.
AaCOzagNkcuVuZeQceLH,javascript:S1121,plugins/sqlseed-web/src/sqlseed_web/static/js/pages/runs.js,21,implemented_pending_remote_scan,Initialize the owned container before passing it into the parent DOM tree.
AaCOzagNkcuVuZeQceLI,javascript:S3776,plugins/sqlseed-web/src/sqlseed_web/static/js/pages/runs.js,105,implemented_pending_remote_scan,"Separated keyboard navigation, field/type validation, graph rendering, request results, and lifecycle cleanup into named functions. The installed official SonarJS S3776 rule now reports no corresponding violation in any changed Web JS file."
AaCOzagNkcuVuZeQceLJ,javascript:S3358,plugins/sqlseed-web/src/sqlseed_web/static/js/pages/runs.js,120,implemented_pending_remote_scan,Expanded conditional chains into explicit branches; expression-only UI call sites now use named status/label/render helpers without eager evaluation of inactive branches.
AaCOzagNkcuVuZeQceLK,javascript:S3358,plugins/sqlseed-web/src/sqlseed_web/static/js/pages/runs.js,127,implemented_pending_remote_scan,Expanded conditional chains into explicit branches; expression-only UI call sites now use named status/label/render helpers without eager evaluation of inactive branches.
AaCOzagNkcuVuZeQceLL,javascript:S3358,plugins/sqlseed-web/src/sqlseed_web/static/js/pages/runs.js,128,implemented_pending_remote_scan,Expanded conditional chains into explicit branches; expression-only UI call sites now use named status/label/render helpers without eager evaluation of inactive branches.
AaCOzagNkcuVuZeQceLM,javascript:S3358,plugins/sqlseed-web/src/sqlseed_web/static/js/pages/runs.js,137,implemented_pending_remote_scan,Expanded conditional chains into explicit branches; expression-only UI call sites now use named status/label/render helpers without eager evaluation of inactive branches.
AaCOzagNkcuVuZeQceLN,javascript:S3358,plugins/sqlseed-web/src/sqlseed_web/static/js/pages/runs.js,147,implemented_pending_remote_scan,Expanded conditional chains into explicit branches; expression-only UI call sites now use named status/label/render helpers without eager evaluation of inactive branches.
AaCOzagNkcuVuZeQceLO,javascript:S3358,plugins/sqlseed-web/src/sqlseed_web/static/js/pages/runs.js,148,implemented_pending_remote_scan,Expanded conditional chains into explicit branches; expression-only UI call sites now use named status/label/render helpers without eager evaluation of inactive branches.
AaCOzagkkcuVuZeQceLU,javascript:S2681,plugins/sqlseed-web/src/sqlseed_web/static/js/pages/settings.js,50,implemented_pending_remote_scan,"Clarified block boundaries, DOM dataset usage, catch binding names, interpolation text, or pure helper scope; retained branch and callback ordering."
AaCOzagkkcuVuZeQceLV,javascript:S2681,plugins/sqlseed-web/src/sqlseed_web/static/js/pages/settings.js,51,implemented_pending_remote_scan,"Clarified block boundaries, DOM dataset usage, catch binding names, interpolation text, or pure helper scope; retained branch and callback ordering."
AaCOzagkkcuVuZeQceLW,javascript:S3358,plugins/sqlseed-web/src/sqlseed_web/static/js/pages/settings.js,95,implemented_pending_remote_scan,Expanded conditional chains into explicit branches; expression-only UI call sites now use named status/label/render helpers without eager evaluation of inactive branches.
AaCOzagkkcuVuZeQceLX,javascript:S3358,plugins/sqlseed-web/src/sqlseed_web/static/js/pages/settings.js,95,implemented_pending_remote_scan,Expanded conditional chains into explicit branches; expression-only UI call sites now use named status/label/render helpers without eager evaluation of inactive branches.
AaCOzagkkcuVuZeQceLY,javascript:S3358,plugins/sqlseed-web/src/sqlseed_web/static/js/pages/settings.js,95,implemented_pending_remote_scan,Expanded conditional chains into explicit branches; expression-only UI call sites now use named status/label/render helpers without eager evaluation of inactive branches.
AaCOzagkkcuVuZeQceLZ,javascript:S2681,plugins/sqlseed-web/src/sqlseed_web/static/js/pages/settings.js,122,implemented_pending_remote_scan,"Clarified block boundaries, DOM dataset usage, catch binding names, interpolation text, or pure helper scope; retained branch and callback ordering."
AaCOzagkkcuVuZeQceLa,javascript:S2681,plugins/sqlseed-web/src/sqlseed_web/static/js/pages/settings.js,136,implemented_pending_remote_scan,"Clarified block boundaries, DOM dataset usage, catch binding names, interpolation text, or pure helper scope; retained branch and callback ordering."
AaCOzagkkcuVuZeQceLb,javascript:S3776,plugins/sqlseed-web/src/sqlseed_web/static/js/pages/settings.js,148,implemented_pending_remote_scan,"Separated keyboard navigation, field/type validation, graph rendering, request results, and lifecycle cleanup into named functions. The installed official SonarJS S3776 rule now reports no corresponding violation in any changed Web JS file."
AaCOzagkkcuVuZeQceLc,javascript:S3358,plugins/sqlseed-web/src/sqlseed_web/static/js/pages/settings.js,153,implemented_pending_remote_scan,Expanded conditional chains into explicit branches; expression-only UI call sites now use named status/label/render helpers without eager evaluation of inactive branches.
AaCSMMRvQzi-Va3rRBXO,javascript:S3358,plugins/sqlseed-web/src/sqlseed_web/static/js/pages/settings.js,158,implemented_pending_remote_scan,Expanded conditional chains into explicit branches; expression-only UI call sites now use named status/label/render helpers without eager evaluation of inactive branches.
AaCSMMRvQzi-Va3rRBXP,javascript:S3358,plugins/sqlseed-web/src/sqlseed_web/static/js/pages/settings.js,158,implemented_pending_remote_scan,Expanded conditional chains into explicit branches; expression-only UI call sites now use named status/label/render helpers without eager evaluation of inactive branches.
AaCSMMRvQzi-Va3rRBXQ,javascript:S3358,plugins/sqlseed-web/src/sqlseed_web/static/js/pages/settings.js,158,implemented_pending_remote_scan,Expanded conditional chains into explicit branches; expression-only UI call sites now use named status/label/render helpers without eager evaluation of inactive branches.
AaCSMMRvQzi-Va3rRBXR,javascript:S3358,plugins/sqlseed-web/src/sqlseed_web/static/js/pages/settings.js,158,implemented_pending_remote_scan,Expanded conditional chains into explicit branches; expression-only UI call sites now use named status/label/render helpers without eager evaluation of inactive branches.
AaCSMMRvQzi-Va3rRBXS,javascript:S3358,plugins/sqlseed-web/src/sqlseed_web/static/js/pages/settings.js,158,implemented_pending_remote_scan,Expanded conditional chains into explicit branches; expression-only UI call sites now use named status/label/render helpers without eager evaluation of inactive branches.
AaCSMMRvQzi-Va3rRBXT,javascript:S3358,plugins/sqlseed-web/src/sqlseed_web/static/js/pages/settings.js,158,implemented_pending_remote_scan,Expanded conditional chains into explicit branches; expression-only UI call sites now use named status/label/render helpers without eager evaluation of inactive branches.
AaCSMMRvQzi-Va3rRBXU,javascript:S3358,plugins/sqlseed-web/src/sqlseed_web/static/js/pages/settings.js,158,implemented_pending_remote_scan,Expanded conditional chains into explicit branches; expression-only UI call sites now use named status/label/render helpers without eager evaluation of inactive branches.
AaCOzagkkcuVuZeQceLi,javascript:S3358,plugins/sqlseed-web/src/sqlseed_web/static/js/pages/settings.js,159,implemented_pending_remote_scan,Expanded conditional chains into explicit branches; expression-only UI call sites now use named status/label/render helpers without eager evaluation of inactive branches.
AaCOzagkkcuVuZeQceLj,javascript:S3358,plugins/sqlseed-web/src/sqlseed_web/static/js/pages/settings.js,169,implemented_pending_remote_scan,Expanded conditional chains into explicit branches; expression-only UI call sites now use named status/label/render helpers without eager evaluation of inactive branches.
AaCOzagkkcuVuZeQceLk,javascript:S3358,plugins/sqlseed-web/src/sqlseed_web/static/js/pages/settings.js,171,implemented_pending_remote_scan,Expanded conditional chains into explicit branches; expression-only UI call sites now use named status/label/render helpers without eager evaluation of inactive branches.
AaCOzagkkcuVuZeQceLl,javascript:S8786,plugins/sqlseed-web/src/sqlseed_web/static/js/pages/settings.js,175,implemented_pending_remote_scan,Used null-safe optional property reads and linear scans/bounded timestamp prefix matching; credential redaction still removes authority and query secrets.
AaCOzagkkcuVuZeQceLm,javascript:S3776,plugins/sqlseed-web/src/sqlseed_web/static/js/pages/settings.js,185,implemented_pending_remote_scan,"Separated keyboard navigation, field/type validation, graph rendering, request results, and lifecycle cleanup into named functions. The installed official SonarJS S3776 rule now reports no corresponding violation in any changed Web JS file."
AaCOzagkkcuVuZeQceLn,javascript:S3776,plugins/sqlseed-web/src/sqlseed_web/static/js/pages/settings.js,225,implemented_pending_remote_scan,"Separated keyboard navigation, field/type validation, graph rendering, request results, and lifecycle cleanup into named functions. The installed official SonarJS S3776 rule now reports no corresponding violation in any changed Web JS file."
AaCOzagkkcuVuZeQceLo,javascript:S4624,plugins/sqlseed-web/src/sqlseed_web/static/js/pages/settings.js,238,implemented_pending_remote_scan,"Clarified block boundaries, DOM dataset usage, catch binding names, interpolation text, or pure helper scope; retained branch and callback ordering."
AaCOzagkkcuVuZeQceLp,javascript:S7761,plugins/sqlseed-web/src/sqlseed_web/static/js/pages/settings.js,293,implemented_pending_remote_scan,"Clarified block boundaries, DOM dataset usage, catch binding names, interpolation text, or pure helper scope; retained branch and callback ordering."
AaCOzagkkcuVuZeQceLq,javascript:S3776,plugins/sqlseed-web/src/sqlseed_web/static/js/pages/settings.js,349,implemented_pending_remote_scan,"Separated keyboard navigation, field/type validation, graph rendering, request results, and lifecycle cleanup into named functions. The installed official SonarJS S3776 rule now reports no corresponding violation in any changed Web JS file."
AaCOzagkkcuVuZeQceLr,javascript:S3358,plugins/sqlseed-web/src/sqlseed_web/static/js/pages/settings.js,350,implemented_pending_remote_scan,Expanded conditional chains into explicit branches; expression-only UI call sites now use named status/label/render helpers without eager evaluation of inactive branches.
AaCOzagkkcuVuZeQceLs,javascript:S3358,plugins/sqlseed-web/src/sqlseed_web/static/js/pages/settings.js,353,implemented_pending_remote_scan,Expanded conditional chains into explicit branches; expression-only UI call sites now use named status/label/render helpers without eager evaluation of inactive branches.
AaCOzagkkcuVuZeQceLt,javascript:S3358,plugins/sqlseed-web/src/sqlseed_web/static/js/pages/settings.js,353,implemented_pending_remote_scan,Expanded conditional chains into explicit branches; expression-only UI call sites now use named status/label/render helpers without eager evaluation of inactive branches.
AaCOzagkkcuVuZeQceLu,javascript:S3358,plugins/sqlseed-web/src/sqlseed_web/static/js/pages/settings.js,353,implemented_pending_remote_scan,Expanded conditional chains into explicit branches; expression-only UI call sites now use named status/label/render helpers without eager evaluation of inactive branches.
AaCOzagkkcuVuZeQceLv,javascript:S3358,plugins/sqlseed-web/src/sqlseed_web/static/js/pages/settings.js,353,implemented_pending_remote_scan,Expanded conditional chains into explicit branches; expression-only UI call sites now use named status/label/render helpers without eager evaluation of inactive branches.
AaCOzagkkcuVuZeQceLw,javascript:S3358,plugins/sqlseed-web/src/sqlseed_web/static/js/pages/settings.js,365,implemented_pending_remote_scan,Expanded conditional chains into explicit branches; expression-only UI call sites now use named status/label/render helpers without eager evaluation of inactive branches.
AaCOzag2kcuVuZeQceL0,javascript:S7784,plugins/sqlseed-web/src/sqlseed_web/static/js/pages/wizard.js,31,implemented_pending_remote_scan,Applied the direct standard-library operation to existing JSON/string/array/DOM contracts; named the custom date assertion to distinguish it from Jest expect.
AaCOzag2kcuVuZeQceL1,javascript:S7747,plugins/sqlseed-web/src/sqlseed_web/static/js/pages/wizard.js,236,implemented_pending_remote_scan,Applied the direct standard-library operation to existing JSON/string/array/DOM contracts; named the custom date assertion to distinguish it from Jest expect.
AaCOzag2kcuVuZeQceL2,javascript:S6582,plugins/sqlseed-web/src/sqlseed_web/static/js/pages/wizard.js,268,implemented_pending_remote_scan,Used null-safe optional property reads and linear scans/bounded timestamp prefix matching; credential redaction still removes authority and query secrets.
AaCOzag2kcuVuZeQceL3,javascript:S3776,plugins/sqlseed-web/src/sqlseed_web/static/js/pages/wizard.js,333,implemented_pending_remote_scan,"Separated keyboard navigation, field/type validation, graph rendering, request results, and lifecycle cleanup into named functions. The installed official SonarJS S3776 rule now reports no corresponding violation in any changed Web JS file."
AaCOzag2kcuVuZeQceL4,javascript:S3776,plugins/sqlseed-web/src/sqlseed_web/static/js/pages/wizard.js,468,implemented_pending_remote_scan,"Separated keyboard navigation, field/type validation, graph rendering, request results, and lifecycle cleanup into named functions. The installed official SonarJS S3776 rule now reports no corresponding violation in any changed Web JS file."
AaCOzahSkcuVuZeQceL9,javascript:S2681,plugins/sqlseed-web/src/sqlseed_web/static/js/pages/workbench.js,83,implemented_pending_remote_scan,"Clarified block boundaries, DOM dataset usage, catch binding names, interpolation text, or pure helper scope; retained branch and callback ordering."
AaCOzahSkcuVuZeQceL-,javascript:S2681,plugins/sqlseed-web/src/sqlseed_web/static/js/pages/workbench.js,97,implemented_pending_remote_scan,"Clarified block boundaries, DOM dataset usage, catch binding names, interpolation text, or pure helper scope; retained branch and callback ordering."
AaCOzahSkcuVuZeQceL_,javascript:S3776,plugins/sqlseed-web/src/sqlseed_web/static/js/pages/workbench.js,114,implemented_pending_remote_scan,"Separated keyboard navigation, field/type validation, graph rendering, request results, and lifecycle cleanup into named functions. The installed official SonarJS S3776 rule now reports no corresponding violation in any changed Web JS file."
AaCOzahSkcuVuZeQceMA,javascript:S3358,plugins/sqlseed-web/src/sqlseed_web/static/js/pages/workbench.js,117,implemented_pending_remote_scan,Expanded conditional chains into explicit branches; expression-only UI call sites now use named status/label/render helpers without eager evaluation of inactive branches.
AaCOzahSkcuVuZeQceMB,javascript:S4624,plugins/sqlseed-web/src/sqlseed_web/static/js/pages/workbench.js,121,implemented_pending_remote_scan,"Clarified block boundaries, DOM dataset usage, catch binding names, interpolation text, or pure helper scope; retained branch and callback ordering."
AaCOzahSkcuVuZeQceMC,javascript:S3358,plugins/sqlseed-web/src/sqlseed_web/static/js/pages/workbench.js,128,implemented_pending_remote_scan,Expanded conditional chains into explicit branches; expression-only UI call sites now use named status/label/render helpers without eager evaluation of inactive branches.
AaCOzahSkcuVuZeQceMD,javascript:S3358,plugins/sqlseed-web/src/sqlseed_web/static/js/pages/workbench.js,128,implemented_pending_remote_scan,Expanded conditional chains into explicit branches; expression-only UI call sites now use named status/label/render helpers without eager evaluation of inactive branches.
AaCOzahSkcuVuZeQceME,javascript:S7750,plugins/sqlseed-web/src/sqlseed_web/static/js/pages/workbench.js,137,implemented_pending_remote_scan,Applied the direct standard-library operation to existing JSON/string/array/DOM contracts; named the custom date assertion to distinguish it from Jest expect.
AaCOzahSkcuVuZeQceMF,javascript:S3776,plugins/sqlseed-web/src/sqlseed_web/static/js/pages/workbench.js,144,implemented_pending_remote_scan,"Separated keyboard navigation, field/type validation, graph rendering, request results, and lifecycle cleanup into named functions. The installed official SonarJS S3776 rule now reports no corresponding violation in any changed Web JS file."
